0,0.000066,0.000466
100,0.521149,0.011443
200,0.961076,0.033650
300,1.428647,0.066338
400,1.880839,0.109294
500,2.338065,0.164788
600,2.803435,0.227638
700,3.252365,0.302533
800,3.676509,0.389463
900,4.153138,0.473578
1000,4.639028,0.587512
1100,5.041325,0.693986
1200,5.476262,0.823344
1300,6.098002,1.002476
1400,6.614662,1.105239
1500,6.901939,1.273018
1600,7.336524,1.429584
1700,7.714767,1.608864
1800,8.194786,1.802966
1900,8.651065,2.022278
2000,9.131593,2.229342
2100,9.580208,2.451110
2200,10.170267,2.692013
2300,10.598731,2.955597
2400,11.355984,3.222291
2500,11.344393,3.490329
2600,11.793856,3.769665
2700,12.214998,4.154166
2800,12.797649,4.388776
2900,13.285539,4.766396
3000,13.759468,5.355343
3100,14.385143,5.675632
3200,14.682567,5.855295
3300,15.027281,6.358727
3400,15.647484,6.697906
3500,16.003728,7.235988
3600,16.735104,7.606476
3700,16.988042,8.045374
3800,17.463487,8.509910
3900,17.943555,8.955194
4000,18.924804,9.490189
4100,18.762055,9.916985
4200,19.325528,10.467684
4300,19.779196,11.242250
4400,20.513300,11.669166
4500,20.658510,12.182261
4600,21.167136,12.794990
4700,22.087835,13.412261
4800,21.986095,14.071721
4900,22.533993,14.505235
5000,23.320526,15.142366
5100,23.465907,15.690855
5200,23.858094,16.562570
5300,24.916158,17.174684
5400,24.820857,18.024349
5500,25.232862,19.221439
5600,25.714086,19.481621
5700,26.381868,20.727217
5800,27.494098,20.841102
5900,27.315868,21.370809
6000,28.068937,22.345659
6100,28.484549,23.146240
6200,29.183310,24.328308
6300,29.406143,24.810002
6400,30.053684,25.803466
6500,30.329529,26.735338
6600,31.182069,27.331814
6700,31.181422,28.396851
6800,32.019297,29.014558
6900,32.112909,30.424628
7000,33.114093,30.968397
7100,33.118645,32.713983
7200,33.484874,33.072240
7300,34.198311,33.708707
7400,34.525684,35.249533
7500,35.244256,35.943363
7600,35.763334,37.719584
7700,36.309213,38.103984
7800,36.731159,39.240797
7900,37.696458,40.199865
8000,37.479803,41.596681
8100,37.975000,43.220112
8200,39.044689,43.310608
8300,39.033550,45.226995
8400,39.575518,46.961002
8500,39.783637,46.475339
8600,40.757981,47.914323
8700,41.314909,48.938443
8800,41.133524,50.713492
8900,41.865814,51.895862
9000,42.408170,53.516647
9100,42.879472,53.905685
9200,43.590718,55.084761
9300,44.192587,57.182610
9400,44.519212,57.703113
9500,45.207543,59.086361
9600,45.865112,60.076902
9700,46.229293,62.488926
9800,46.379558,63.021808
9900,47.198588,65.093007
10000,47.342173,66.022554
10100,48.297971,67.513407
10200,48.803275,68.878216
10300,51.782985,71.547878
10400,49.773195,72.465956
10500,50.005093,73.854930
10600,50.424268,75.494664
10700,50.909931,77.689669
10800,51.729289,78.470839
10900,52.218634,79.600406
11000,53.242942,82.096890
11100,52.985386,83.068853
11200,53.634510,84.991176
11300,54.727483,86.230577
11400,55.118321,87.678358
11500,55.310167,89.900826
11600,55.460644,91.043519
11700,55.978306,93.213799
11800,56.671957,94.530332
11900,57.810128,95.923992
12000,57.950934,98.591317
12100,58.606831,99.795241
12200,59.316141,101.914087
12300,59.189187,103.344418
12400,60.878855,104.792626
12500,60.628522,106.671948
12600,61.637597,108.981560
12700,61.645305,111.327796
12800,62.130498,112.382250
12900,63.345729,115.070177
13000,63.860364,115.515046
13100,64.668844,117.718314
13200,64.095562,119.985490
13300,65.735630,122.245445
13400,66.371530,124.547897
13500,66.059937,126.525953
13600,67.440772,128.097517
13700,67.802679,130.494575
13800,68.258182,132.322871
13900,69.396348,133.327332
14000,69.384242,136.591046
14100,70.203859,138.495317
14200,70.792280,140.935595
14300,70.861294,143.253296
14400,72.236725,144.189141
14500,72.149391,147.260954
14600,72.735648,149.717737
14700,73.580255,151.878733
14800,74.095824,153.806904
14900,74.411296,156.092491
15000,75.189494,158.750683
15100,75.807598,161.080675
15200,76.449219,162.593022
15300,77.516581,165.882107
15400,77.535480,168.994185
15500,77.981018,170.498765
15600,79.089725,173.052387
15700,80.006056,175.379649
15800,80.510641,177.635767
15900,80.997401,178.799578
16000,81.366267,181.776901
16100,81.564694,184.714599
16200,82.995936,186.902936
16300,83.886060,191.118540
16400,83.693496,193.320691
16500,84.440530,195.526357
16600,85.220226,198.359030
16700,85.865255,201.022647
16800,86.576326,203.228113
16900,87.448718,205.676585
17000,87.938741,208.871680
17100,88.918194,211.289891
17200,89.739458,214.677533
17300,89.163123,217.024069
17400,90.683261,220.184380
17500,91.282560,223.172155
17600,92.036987,225.878973
17700,92.643067,229.800897
17800,93.378731,231.213820
17900,93.927223,234.196492
18000,94.806338,236.804111
18100,95.311247,239.171162
18200,96.328715,242.323368
18300,96.140215,245.544959
18400,97.600024,248.907002
18500,98.254968,252.218247
18600,99.145766,255.369410
18700,98.341497,259.367757
18800,99.582108,260.825561
18900,101.072261,264.356155
19000,101.005516,266.837384
19100,102.179751,270.300594
19200,102.815326,273.575621
19300,103.472206,276.367745
19400,103.846637,279.667239
19500,104.854195,282.352562
19600,105.869393,286.613312
19700,106.471682,292.027517
19800,107.553559,295.005520
19900,107.802742,297.306096
20000,108.400042,302.006664
